,fluencer,follower,score
22057,Neil Young,Mudhoney,1.2840254166877414
22058,Neil Young,My Morning Jacket,1.4549914146182013
22059,Neil Young,Built to Spill,1.4549914146182013
22060,Neil Young,Cold War Kids,1.6487212707001282
22061,Neil Young,Gillian Welch,2.9099828292364025
22062,Neil Young,Jason Isbell,1.6487212707001282
22063,Neil Young,St. Vincent,1.6487212707001282
22064,Neil Young,moe.,1.4549914146182013
22065,Neil Young,The Verve,1.4549914146182013
22066,Neil Young,The Wallflowers,1.4549914146182013
22067,Neil Young,The Weakerthans,1.4549914146182013
22068,Neil Young,Bread,1.0
22069,Neil Young,Bright Eyes,1.4549914146182013
22070,Neil Young,David Allan Coe,2.0
22071,Neil Young,Bruce Cockburn,1.1331484530668263
22072,Neil Young,Camper Van Beethoven,1.2840254166877414
22073,Neil Young,Glenn Frey,1.0
22074,Neil Young,Grandaddy,1.4549914146182013
22075,Neil Young,Heart,1.1331484530668263
22076,Neil Young,Daniel Johnston,1.2840254166877414
22077,Neil Young,Grant Lee Buffalo,1.4549914146182013
22078,Neil Young,Spiritualized,1.4549914146182013
22079,Neil Young,Trey Anastasio,1.2840254166877414
22080,Neil Young,Steve Forbert,1.1331484530668263
22081,Neil Young,Son Volt,1.4549914146182013
22082,Neil Young,Sonic Youth,1.2840254166877414
22083,Neil Young,Silver Jews,1.4549914146182013
22084,Neil Young,Soul Asylum,1.2840254166877414
22085,Neil Young,Great Lake Swimmers,1.6487212707001282
22086,Neil Young,Blue Mountain,1.4549914146182013
22087,Neil Young,The Feelies,1.1331484530668263
22088,Neil Young,The Wailin' Jennys,1.6487212707001282
22089,Neil Young,Chris Cornell,1.2840254166877414
22090,Neil Young,Cracker,1.4549914146182013
22091,Neil Young,James McMurtry,1.2840254166877414
22092,Neil Young,Freedy Johnston,1.2840254166877414
22093,Neil Young,Ryan Adams,1.4549914146182013
22094,Neil Young,John Hiatt,1.1331484530668263
22095,Neil Young,Jenny Lewis,1.4549914146182013
22096,Neil Young,Maria McKee,1.2840254166877414
22097,Neil Young,Lucinda Williams,2.2662969061336526
22098,Neil Young,Powderfinger,1.4549914146182013
22099,Neil Young,Nickelback,1.4549914146182013
22100,Neil Young,Pixies,1.2840254166877414
22101,Neil Young,Band of Horses,1.6487212707001282
22102,Neil Young,The Knocks,1.6487212707001282
22103,Neil Young,Mojave 3,1.4549914146182013
22104,Neil Young,The Waterboys,1.2840254166877414
22105,Neil Young,Buffalo Tom,1.2840254166877414
22106,Neil Young,Damien Jurado,1.4549914146182013
22107,Neil Young,Daniel Lanois,1.1331484530668263
22108,Neil Young,Dave Matthews Band,1.4549914146182013
22109,Neil Young,Fleet Foxes,1.6487212707001282
22110,Neil Young,Delta Spirit,1.6487212707001282
22111,Neil Young,Lukas Nelson,1.6487212707001282
22112,Neil Young,The Blasters,1.0
22113,Neil Young,Passenger,1.6487212707001282
22114,Neil Young,Deer Tick,1.6487212707001282
22115,Neil Young,Young the Giant,1.6487212707001282
22116,Neil Young,Skylar Grey,1.8682459574322223
22117,Neil Young,Lorde,1.8682459574322223
22118,Rebirth Brass Band,Widespread Panic,2.0
22119,Rebirth Brass Band,North Mississippi Allstars,2.2662969061336526
22120,Dalva de Oliveira,Luiz BonfÃ¡,1.1331484530668263
22121,Dalva de Oliveira,VinÃ­cius de Moraes,1.1331484530668263
22122,Dalva de Oliveira,Roberto Menescal,1.1331484530668263
22123,Metric,Hot Chelle Rae,1.0
22124,Red Foley,Patsy Cline,1.1331484530668263
22125,Red Foley,"Hank Williams, Jr.",1.1331484530668263
22126,Red Foley,Pat Boone,2.2662969061336526
22127,Red Foley,Tammy Wynette,1.2840254166877414
22128,Red Foley,Faron Young,1.1331484530668263
22129,Red Foley,Carl Smith,1.0
22130,Red Foley,Charlie Rich,1.1331484530668263
22131,Red Foley,Elvis Presley,2.2662969061336526
22132,Red Foley,Don Gibson,1.0
22133,Red Foley,Johnny Horton,1.1331484530668263
22134,Red Foley,Porter Wagoner,1.1331484530668263
22135,Red Foley,Ray Price,1.0
22136,Red Foley,Blaze Foley,1.4549914146182013
22137,Red Foley,Conway Twitty,1.1331484530668263
22138,Red Foley,Wanda Jackson,2.2662969061336526
22139,Red Foley,Marty Robbins,1.0
22140,Red Foley,Jim Reeves,1.191246216612358
22141,Red Foley,Hank Thompson,1.0
22142,Neko Case,Rilo Kiley,1.0
22143,Neko Case,Brandi Carlile,1.1331484530668263
22144,Mastodon,As Blood Runs Black,1.1331484530668263
22145,Matt Monro,Paul Anka,2.0
22146,Matchbox Twenty,Eve 6,1.0
22147,Matchbox Twenty,John Mayer,1.0
22148,Matchbox Twenty,Maroon 5,1.0
22149,Matchbox Twenty,Colbie Caillat,1.1331484530668263
22150,Matchbox Twenty,Theory of a Deadman,1.1331484530668263
22151,Matchbox Twenty,Train,1.0
22152,Matchbox Twenty,Avril Lavigne,1.1331484530668263
22153,Matchbox Twenty,Vertical Horizon,1.0
22154,Matchbox Twenty,The Fray,1.1331484530668263
22155,Matchbox Twenty,3 Doors Down,1.0
22156,Matchbox Twenty,Dave Barnes,1.1331484530668263
22157,Mary Wells,Teena Marie,1.1331484530668263
22158,Mary Wells,Solange,1.6487212707001282
22159,Mary Wells,Betty Wright,1.191246216612358
22160,Mary Wells,Natalie Cole,1.191246216612358
22161,Mary Wells,Kim Weston,1.0
22162,Mary Wells,Lamont Dozier,1.0
22163,Mary Wells,Dusty Springfield,2.382492433224716
22164,Mary Wells,Tammi Terrell,1.0
22165,Mary Wells,Madonna,2.568050833375483
22166,Mary Wells,Mariah Carey,1.2840254166877414
22167,Mary Wells,Minnie Riperton,1.0
22168,Mary Wells,Brenda Russell,1.1331484530668263
22169,Mary Wells,Ashford & Simpson,1.0
22170,Mary Wells,Donna Summer,1.1331484530668263
22171,Mary Wells,Tracey Ullman,2.568050833375483
22172,Mary Wells,Sister Sledge,1.1331484530668263
22173,Mary Wells,Bananarama,2.568050833375483
22174,Mary Wells,Lorraine Ellison,1.0
22175,Mary Wells,Melba Moore,1.1331484530668263
22176,Mary Wells,Ann Peebles,1.1331484530668263
22177,R. Stevie Moore,Smog,1.2840254166877414
22178,R. Stevie Moore,Mac DeMarco,1.4549914146182013
22179,Masters of Reality,Queens of the Stone Age,1.1331484530668263
22180,Masters of Reality,Kyuss,1.0
22181,Redd Kross,All,1.0
22182,Redd Kross,Be Your Own Pet,1.2840254166877414
22183,Rachelle Ferrell,BeyoncÃ©,2.568050833375483
22184,Radney Foster,Jack Ingram,1.0
22185,Negative Approach,Pantera,1.0
22186,Negative Approach,Sick of It All,1.0
22187,Negative Approach,The Jesus Lizard,1.0
22188,Negative Approach,Hatebreed,1.1331484530668263
22189,Negative Approach,Big Black,1.0
22190,Negative Approach,Agnostic Front,1.0
22191,Regina Spektor,Christina Perri,1.0
22192,Regina Spektor,MisterWives,1.1331484530668263
22193,Reel Big Fish,The Expendables,1.0
22194,Reel Big Fish,The Matches,1.0
22195,Reel Big Fish,Streetlight Manifesto,1.1331484530668263
22196,Matthew Sweet,Semisonic,1.1331484530668263
22197,Matthew Sweet,Fastball,1.1331484530668263
22198,Matthew Sweet,Ben Lee,1.1331484530668263
22199,Matthew Sweet,The Raconteurs,1.2840254166877414
22200,Matthew Sweet,Fountains of Wayne,1.1331484530668263
22201,Matthew Sweet,Death Cab for Cutie,1.1331484530668263
22202,Michael Bolton,Chris Botti,2.568050833375483
22203,Michael Bolton,Clay Aiken,1.4549914146182013
22204,Michael Bolton,Jason Donovan,1.1331484530668263
22205,Michael Bolton,Jon Secada,2.568050833375483
22206,Michael Bolton,Rebecca Lynn Howard,2.568050833375483
22207,Michael Bolton,MÃ³nica Naranjo,2.568050833375483
22208,Michael Bolton,Backstreet Boys,1.2840254166877414
22209,Michael Bolton,Jackie Lee,3.2974425414002564
22210,Neu!,Stereolab,2.568050833375483
22211,Neu!,The Associates,2.2662969061336526
22212,Neu!,Simple Minds,2.0
22213,Neu!,The Fall,2.0
22214,Neu!,Killing Joke,2.0
22215,Neu!,The Legendary Pink Dots,2.2662969061336526
22216,Neu!,Chrome,2.0
22217,Neu!,Tortoise,2.568050833375483
22218,Neu!,Gary Numan,2.0
22219,Neu!,The Rockets,2.0
22220,Neu!,Devo,2.0
22221,Neu!,Julian Cope,2.0
22222,Neu!,Radiohead,2.568050833375483
22223,Neu!,New Order,2.2662969061336526
22224,Neu!,Kasabian,2.568050833375483
22225,Neu!,Public Image Ltd.,2.0
22226,Neu!,Suicide,2.0
22227,Neu!,Young Marble Giants,2.2662969061336526
22228,Neu!,Air,1.2840254166877414
22229,Neu!,Caribou,2.9099828292364025
22230,Neu!,Wire,2.0
22231,Neu!,Silversun Pickups,2.9099828292364025
22232,Neu!,Boards of Canada,1.2840254166877414
22233,Neu!,Fad Gadget,2.0
22234,Neu!,Underworld,1.1331484530668263
22235,Neu!,Ultravox,2.0
22236,Neu!,Mogwai,2.568050833375483
22237,Neu!,Throbbing Gristle,2.0
22238,Neu!,Tame Impala,2.9099828292364025
22239,Neurosis,System of a Down,1.1331484530668263
22240,Neurosis,The Mars Volta,1.2840254166877414
22241,Neurosis,Gojira,1.1331484530668263
22242,Neurosis,The Dillinger Escape Plan,1.1331484530668263
22243,M.I.A.,Ida Maria,2.0
22244,M.I.A.,Sleigh Bells,2.0
22245,M.I.A.,Dua Lipa,2.2662969061336526
22246,M.I.A.,Kali Uchis,2.2662969061336526
22247,Material Issue,OK Go,1.1331484530668263
22248,R.L. Burnside,Beck,2.9099828292364025
22249,R.L. Burnside,The Jon Spencer Blues Explosion,2.9099828292364025
22250,R.L. Burnside,Widespread Panic,2.568050833375483
22251,R.L. Burnside,North Mississippi Allstars,2.9099828292364025
22252,R.L. Burnside,The Black Keys,3.2974425414002564
22253,R.L. Burnside,The White Stripes,2.9099828292364025
22254,Ralph Stanley,Alison Krauss & Union Station,1.6487212707001282
22255,Ralph Stanley,Patty Loveless,1.4549914146182013
22256,Ralph Stanley,The Louvin Brothers,1.0
22257,Ralph Stanley,Keith Whitley,1.4549914146182013
22258,Ralph Stanley,The Grascals,2.117000016612675
22259,Ralph Stanley,The Country Gentlemen,1.1331484530668263
22260,Ralph Stanley,Dolly Parton,1.1331484530668263
22261,Ralph Stanley,Del McCoury,1.2840254166877414
22262,Ralph Stanley,Vassar Clements,1.1331484530668263
22263,Ralph Stanley,Ricky Skaggs,1.4549914146182013
22264,Ralph Stanley,Old & In the Way,1.4549914146182013
22265,Ralph Stanley,Old Crow Medicine Show,3.7364919148644447
22266,Ralph Stanley,Rhonda Vincent,1.2840254166877414
22267,Ralph Stanley,Gillian Welch,3.7364919148644447
22268,Ralph Stanley,Dan Tyminski,1.6487212707001282
22269,Ralph Stanley,Hazel Dickens,2.2662969061336526
22270,Ralph Stanley,J.D. Crowe & the New South,1.4549914146182013
22271,Ralph Stanley,David Grisman,1.4549914146182013
22272,Ralph Stanley,The Whites,2.9099828292364025
22273,Ralph Stanley,The SteelDrivers,2.117000016612675
22274,Ohio Players,Soundgarden,2.9099828292364025
22275,Ohio Players,The Gap Band,1.1331484530668263
22276,Ohio Players,Billy Ocean,1.2840254166877414
22277,Ohio Players,Con Funk Shun,1.1331484530668263
22278,Ohio Players,Lakeside,1.2840254166877414
22279,Ohio Players,L.T.D.,1.1331484530668263
22280,Ohio Players,Jamiroquai,1.6487212707001282
22281,Ohio Players,Galactic,3.2974425414002564
22282,Ohio Players,Dazz Band,1.2840254166877414
22283,Ohio Players,Roger,1.2840254166877414
22284,Ohio Players,Prince,1.2840254166877414
22285,Ohio Players,Rick James,1.1331484530668263
22286,Ohio Players,Mass Production,1.2840254166877414
22287,Ohio Players,Ready for the World,1.4549914146182013
22288,Ohio Players,Millie Jackson,1.1331484530668263
22289,Ohio Players,Zapp,1.2840254166877414
22290,Ohio Players,Brick,1.2840254166877414
22291,Ohio Players,The Brothers Johnson,1.1331484530668263
22292,Ohio Players,Breakwater,1.2840254166877414
22293,Ohio Players,Mandrill,1.1331484530668263
22294,Ohio Players,Tony! Toni! TonÃ©!,1.4549914146182013
22295,Ohio Players,Dyke & the Blazers,1.1331484530668263
22296,Ohio Players,Living Colour,2.9099828292364025
22297,Ohio Players,Red Hot Chili Peppers,2.9099828292364025
22298,Ohio Players,The Time,1.4549914146182013
22299,Ohio Players,Morris Day,1.4549914146182013
22300,Ohio Players,Cameo,1.2840254166877414
22301,New Kids on the Block,Spice Girls,1.1331484530668263
22302,New Kids on the Block,All-4-One,2.2662969061336526
22303,New Kids on the Block,Boyzone,1.1331484530668263
22304,New Kids on the Block,Colby O'Donis,2.2662969061336526
22305,New Kids on the Block,Take That,1.1331484530668263
22306,New Kids on the Block,Westlife,1.1331484530668263
22307,New Kids on the Block,Charles & Eddie,2.2662969061336526
22308,New Kids on the Block,Robbie Williams,1.1331484530668263
22309,New Kids on the Block,S Club 7,1.1331484530668263
22310,New Kids on the Block,Jennifer Lopez,1.1331484530668263
22311,New Kids on the Block,Ricky Martin,2.0
22312,New Kids on the Block,*NSYNC,1.1331484530668263
22313,New Kids on the Block,Jonas Brothers,1.2840254166877414
22314,New Kids on the Block,Britney Spears,1.1331484530668263
22315,New Kids on the Block,Enrique Iglesias,2.2662969061336526
22316,New Kids on the Block,Backstreet Boys,1.1331484530668263
22317,New Kids on the Block,Color Me Badd,2.2662969061336526
22318,New Kids on the Block,East 17,1.1331484530668263
22319,New Kids on the Block,O-Town,1.2840254166877414
22320,New Kids on the Block,Hanson,1.1331484530668263
22321,New Kids on the Block,Justin Bieber,1.2840254166877414
22322,Oingo Boingo,Barenaked Ladies,1.1331484530668263
22323,Oingo Boingo,Primus,1.2840254166877414
22324,Oingo Boingo,Mr. Bungle,1.1331484530668263
22325,Norman Greenbaum,Vetiver,1.6487212707001282
22326,Next,Tyrese,1.0
22327,Michael Card,Chris Tomlin,1.1331484530668263
22328,Ramblin' Jack Elliott,Terry Allen,2.568050833375483
22329,Ramblin' Jack Elliott,Bob Dylan,2.2662969061336526
22330,Ramblin' Jack Elliott,Billy Bragg,2.9099828292364025
22331,Ramblin' Jack Elliott,The Incredible String Band,1.1331484530668263
22332,Ramblin' Jack Elliott,Jackson C. Frank,1.1331484530668263
22333,Ramblin' Jack Elliott,Graham Nash,2.2662969061336526
22334,Ramblin' Jack Elliott,Fred Neil,1.1331484530668263
22335,Ramblin' Jack Elliott,Riders in the Sky,2.568050833375483
22336,Ramblin' Jack Elliott,Don McLean,2.2662969061336526
22337,Ramblin' Jack Elliott,John Renbourn,1.1331484530668263
22338,Ramblin' Jack Elliott,Hot Tuna,2.568050833375483
22339,Ramblin' Jack Elliott,"Peter, Paul and Mary",1.1331484530668263
22340,Ramblin' Jack Elliott,Karen Dalton,1.1331484530668263
22341,Ramblin' Jack Elliott,Mason Jennings,3.7364919148644447
22342,Ramblin' Jack Elliott,Melanie,2.2662969061336526
22343,Ramblin' Jack Elliott,Tom Russell,1.2840254166877414
22344,Ramblin' Jack Elliott,Tom T. Hall,2.2662969061336526
22345,Ramblin' Jack Elliott,Guy Clark,2.568050833375483
22346,Ramblin' Jack Elliott,Buffy Sainte-Marie,1.0
22347,Ramblin' Jack Elliott,Gordon Lightfoot,1.0
22348,Ramblin' Jack Elliott,Joel Rafael,1.2840254166877414
22349,Ramblin' Jack Elliott,Ian Tyson,2.2662969061336526
22350,Ramblin' Jack Elliott,Donovan,2.2662969061336526
22351,Ramblin' Jack Elliott,John Prine,2.2662969061336526
22352,Ramblin' Jack Elliott,Jerry Jeff Walker,2.2662969061336526
22353,Ramblin' Jack Elliott,Michael Martin Murphey,2.2662969061336526
22354,Ramblin' Jack Elliott,Tom Paxton,1.1331484530668263
22355,Ramblin' Jack Elliott,Buffalo Springfield,2.2662969061336526
22356,Ramblin' Jack Elliott,Grateful Dead,2.2662969061336526
22357,New Grass Revival,Kathy Mattea,1.0
22358,Rainbow,Tesla,1.1331484530668263
22359,Rainbow,Iron Maiden,1.0
22360,Rainbow,Cinderella,1.1331484530668263
22361,Rainbow,Twisted Sister,1.0
22362,Rainbow,Lita Ford,1.0
22363,Rainbow,QueensrÃ¿che,1.1331484530668263
22364,Rainbow,Ratt,1.1331484530668263
22365,Rainbow,Mercyful Fate,1.1331484530668263
22366,Rainbow,Mastodon,1.2840254166877414
22367,Rainbow,Opeth,1.2840254166877414
22368,Rainbow,Yngwie Malmsteen,1.1331484530668263
22369,Rainbow,King's X,1.1331484530668263
22370,Rainbow,Tool,1.2840254166877414
22371,Rainbow,Great White,1.1331484530668263
22372,Rainbow,Dream Theater,1.1331484530668263
22373,Rainbow,W.A.S.P.,1.1331484530668263
22374,Rainbow,The Sword,1.4549914146182013
22375,Rainbow,Accept,1.0
22376,Rainbow,Helloween,1.1331484530668263
22377,Michael Franks,Jamie Cullum,2.9099828292364025
22378,Michael Franks,Diana Krall,2.2662969061336526
22379,Michael Franks,Josh Groban,1.4549914146182013
22380,Michael Franks,Michael Ruff,2.2662969061336526
22381,Michael Franks,Kurt Elling,1.2840254166877414
22382,Michael Franks,Jane Monheit,1.4549914146182013
22383,Michael Franks,Rufus Wainwright,2.568050833375483
22384,Michael Franks,Norah Jones,2.9099828292364025
22385,Michael Franks,Michael BublÃ©,1.2840254166877414
22386,Ram Jam,Eagles of Death Metal,1.2840254166877414
22387,Ohio Express,The Go-Go's,1.1331484530668263
22388,Ohio Express,Hanson,1.4549914146182013
22389,Newsboys,Chris Tomlin,1.1331484530668263
22390,Newsboys,TobyMac,1.0
22391,Newsboys,MercyMe,1.1331484530668263
22392,Newsboys,Thousand Foot Krutch,2.2662969061336526
22393,Newsboys,Rend Collective,1.2840254166877414
22394,Oasis,Shed Seven,1.0
22395,Oasis,Travis,1.0
22396,Oasis,The Bluetones,1.0
22397,Oasis,The Coral,1.0
22398,Oasis,Drake Bell,1.1331484530668263
22399,Oasis,Robbie Williams,1.0
22400,Oasis,Arctic Monkeys,1.1331484530668263
22401,Oasis,Jet,1.1331484530668263
22402,Oasis,Kasabian,1.0
22403,Oasis,Muse,1.0
22404,Oasis,The Subways,1.1331484530668263
22405,Oasis,The Fratellis,1.1331484530668263
22406,Oasis,The Killers,1.1331484530668263
22407,Oasis,Stereophonics,1.0
22408,Oasis,Coldplay,1.0
22409,Oasis,Feeder,1.0
22410,Oasis,Doves,1.0
22411,Oasis,Phantom Planet,1.0
22412,Oasis,Keane,1.0
22413,Oasis,Mayday,2.0
22414,Oasis,Reef,1.0
22415,Oasis,The Pretty Reckless,1.1331484530668263
22416,Oasis,Harry Styles,1.2840254166877414
22417,Oasis,Vision,1.2840254166877414
22418,Restless Heart,Trick Pony,1.1331484530668263
22419,Restless Heart,Jack Ingram,1.1331484530668263
22420,Restless Heart,Dixie Chicks,1.0
22421,Restless Heart,Little Big Town,1.1331484530668263
22422,Restless Heart,Lonestar,1.1331484530668263
22423,Restless Heart,Rascal Flatts,1.1331484530668263
22424,Michael Hurley,Smog,2.9099828292364025
22425,Michael Hurley,Beck,2.9099828292364025
22426,Michael Hurley,Cass McCombs,3.2974425414002564
22427,Michael Hurley,Elliott Smith,2.568050833375483
22428,Michael Hurley,Beth Orton,2.9099828292364025
22429,Michael Hurley,Cat Power,2.9099828292364025
22430,Randy Newman,"Blood, Sweat & Tears",1.0
22431,Randy Newman,Elvis Costello,1.1331484530668263
22432,Randy Newman,Bob Schneider,1.4549914146182013
22433,Randy Newman,Bonnie Raitt,1.0
22434,Randy Newman,Citizen Cope,1.4549914146182013
22435,Randy Newman,Chris Smither,1.1331484530668263
22436,Randy Newman,Richard Swift,1.6487212707001282
22437,Randy Newman,Ben Folds,1.4549914146182013
22438,Randy Newman,Ben Folds Five,1.4549914146182013
22439,Randy Newman,Dire Straits,1.1331484530668263
22440,Randy Newman,Lyle Lovett,1.2840254166877414
22441,Randy Newman,Don Henley,1.1331484530668263
22442,Randy Newman,Jamie Cullum,1.6487212707001282
22443,Randy Newman,Jill Sobule,1.2840254166877414
22444,Randy Newman,Loudon Wainwright III,2.2662969061336526
22445,Randy Newman,Judy Collins,2.382492433224716
22446,Randy Newman,Prefab Sprout,1.1331484530668263
22447,Randy Newman,Rickie Lee Jones,1.1331484530668263
22448,Randy Newman,Sara Bareilles,1.6487212707001282
22449,Randy Newman,The Mountain Goats,1.4549914146182013
22450,Randy Newman,Daniel Powter,1.6487212707001282
22451,Randy Newman,Sufjan Stevens,1.4549914146182013
22452,Randy Newman,Aimee Mann,1.2840254166877414
22453,Randy Newman,Tom Waits,1.1331484530668263
22454,Randy Newman,Marc Cohn,1.4549914146182013
22455,Randy Newman,Suzanne Vega,1.2840254166877414
22456,Randy Newman,James McMurtry,1.2840254166877414
22457,Randy Newman,The Roches,2.2662969061336526
22458,Randy Newman,Freedy Johnston,1.2840254166877414
22459,Randy Newman,John Hiatt,1.1331484530668263
22460,Randy Newman,Rufus Wainwright,1.4549914146182013
22461,Randy Newman,Mike Reid,2.568050833375483
22462,Randy Newman,Three Dog Night,1.0
22463,Randy Newman,Passion Pit,1.6487212707001282
22464,Randy Newman,Father John Misty,1.8682459574322223
22465,Nena,The Knife,1.2840254166877414
22466,Maxine Sullivan,Shirley Horn,2.9099828292364025
22467,Maxine Sullivan,Ella Fitzgerald,1.0
22468,Maxine Sullivan,Ernestine Anderson,1.1331484530668263
22469,Maxine Sullivan,Peggy Lee,1.1331484530668263
22470,Maxine Sullivan,Rosemary Clooney,1.1331484530668263
22471,Maxine Sullivan,Nina Simone,1.2840254166877414
22472,Maxine Sullivan,Keely Smith,1.2840254166877414
22473,Maxine Sullivan,Blossom Dearie,1.4549914146182013
22474,Maxine Brown,Ashford & Simpson,1.0
22475,Max Roach,Stan Levey,1.1331484530668263
22476,Max Roach,Paul Motian,1.1331484530668263
22477,Max Roach,Shelly Manne,1.0
22478,Max Roach,Bob Moses,1.6487212707001282
22479,Max Roach,Kenny Clarke,1.191246216612358
22480,Max Roach,Jack DeJohnette,1.2840254166877414
22481,Max Roach,Jaco Pastorius,1.2840254166877414
22482,Max Roach,Elvin Jones,1.1331484530668263
22483,Max Roach,Frank Butler,1.1331484530668263
22484,Max Roach,Jon Hendricks,2.2662969061336526
22485,Max Roach,Lenny White,1.4549914146182013
22486,Max Roach,Roy Haynes,1.0
22487,Max Roach,Robert Wyatt,2.568050833375483
22488,Max Roach,Ray Barretto,2.2662969061336526
22489,Max Roach,Jimmy Cobb,1.1331484530668263
22490,Max Roach,Slide Hampton,1.1331484530668263
22491,Max Roach,Billy Cobham,1.2840254166877414
22492,Max Roach,Charlie Watts,1.2840254166877414
22493,Max Roach,Chico Hamilton,1.0
22494,Max Roach,Tony Williams,1.2840254166877414
22495,Max Roach,Toshiko Akiyoshi,1.1331484530668263
22496,Max Roach,Grady Tate,1.1331484530668263
22497,Max Roach,Peter Erskine,1.4549914146182013
22498,Max Roach,Norman Connors,1.4549914146182013
22499,Max Roach,Philly Joe Jones,1.0
22500,Max Roach,Mel Lewis,1.0
22501,Max Roach,Art Blakey,1.0
22502,Max Roach,Hank Mobley,1.1331484530668263
22503,Randy Travis,Tracy Byrd,1.2840254166877414
22504,Randy Travis,Trace Adkins,1.2840254166877414
22505,Randy Travis,Travis Tritt,1.1331484530668263
22506,Randy Travis,Shelby Lynne,1.1331484530668263
22507,Randy Travis,Kenny Chesney,1.2840254166877414
22508,Randy Travis,Billy Ray Cyrus,1.1331484530668263
22509,Randy Travis,Jack Ingram,1.2840254166877414
22510,Randy Travis,Chris Cagle,1.2840254166877414
22511,Randy Travis,Clay Walker,1.2840254166877414
22512,Randy Travis,Craig Morgan,1.4549914146182013
22513,Randy Travis,Ty Herndon,1.2840254166877414
22514,Randy Travis,Josh Turner,1.4549914146182013
22515,Randy Travis,Mark Chesnutt,1.1331484530668263
22516,Randy Travis,Rodney Crowell,1.0
22517,Randy Travis,Sammy Kershaw,1.2840254166877414
22518,Randy Travis,Jason Aldean,1.4549914146182013
22519,Randy Travis,Phil Vassar,1.2840254166877414
22520,Randy Travis,Luke Bryan,1.4549914146182013
22521,Randy Travis,Brooks & Dunn,1.2840254166877414
22522,Randy Travis,Daryle Singletary,1.2840254166877414
22523,Randy Travis,Aaron Tippin,1.1331484530668263
22524,Randy Travis,Alan Jackson,1.2840254166877414
22525,Randy Travis,Brad Paisley,1.2840254166877414
22526,Randy Travis,Gary Allan,1.2840254166877414
22527,Randy Travis,Clint Black,1.1331484530668263
22528,Randy Travis,Garth Brooks,1.1331484530668263
22529,Randy Travis,Joe Nichols,1.2840254166877414
22530,Randy Travis,John Michael Montgomery,1.2840254166877414
22531,Randy Travis,Carrie Underwood,1.4549914146182013
22532,Randy Travis,Montgomery Gentry,1.2840254166877414
22533,Randy Travis,Jake Owen,1.4549914146182013
22534,Randy Travis,Chris Young,1.4549914146182013
22535,Randy Travis,Scotty McCreery,1.6487212707001282
22536,Randy Travis,Cole Swindell,1.6487212707001282
22537,Randy Travis,Buddy Brown,1.6487212707001282
22538,Maynard Ferguson,Chuck Mangione,1.4549914146182013
22539,Maynard Ferguson,"Blood, Sweat & Tears",2.9099828292364025
22540,Maynard Ferguson,Jon Hassell,3.2974425414002564
22541,Mavis Staples,Maria Muldaur,2.2662969061336526
22542,Mavis Staples,Roberta Flack,1.1331484530668263
22543,Mavis Staples,Neko Case,3.2974425414002564
22544,Nick Cave,PJ Harvey,1.2840254166877414
22545,Nick Cave,The Jesus Lizard,1.1331484530668263
22546,Nick Cave,"Bonnie ""Prince"" Billy",1.2840254166877414
22547,Nick Cave,Cowboy Junkies,1.1331484530668263
22548,Nick Cave,Jack White,1.2840254166877414
22549,Nick Cave,Ben Lee,1.2840254166877414
22550,Nick Cave,Eels,1.2840254166877414
22551,Nick Cave,Low,1.2840254166877414
22552,Nick Cave,Mark Lanegan,1.1331484530668263
22553,Nick Cave,Pulp,1.1331484530668263
22554,Nick Cave,Richard Hawley,1.2840254166877414
22555,Nick Cave,Wolf Parade,1.4549914146182013
22556,Nick Cave,Metallica,1.1331484530668263
22557,Nick Cave,Red House Painters,1.2840254166877414
22558,Nick Cave,The Mountain Goats,1.2840254166877414
22559,Nick Cave,Cold War Kids,1.4549914146182013
22560,Nick Cave,Tindersticks,1.2840254166877414
22561,Nick Cave,Grant Lee Buffalo,1.2840254166877414
22562,Nick Cave,Peter Hammill,1.191246216612358
22563,Nick Cave,Mojave 3,1.2840254166877414
22564,Nick Cave,Girls,1.4549914146182013
22565,Nick Cave,White Lies,1.4549914146182013
22566,New Riders of the Purple Sage,Eagles,1.1331484530668263
22567,New Riders of the Purple Sage,Ekoostik Hookah,1.4549914146182013
22568,New Riders of the Purple Sage,Meat Puppets,1.2840254166877414
22569,New Riders of the Purple Sage,Railroad Earth,1.6487212707001282
22570,New Riders of the Purple Sage,The String Cheese Incident,1.4549914146182013
22571,New Riders of the Purple Sage,Ryan Adams,1.4549914146182013
22572,New Riders of the Purple Sage,Donna the Buffalo,1.2840254166877414
22573,Oliver Nelson,Paquito D'Rivera,1.2840254166877414
22574,Oliver Nelson,Branford Marsalis,1.4549914146182013
22575,Oliver Nelson,David Sanborn,1.1331484530668263
22576,Oliver Nelson,Gato Barbieri,1.0
22577,Oliver Nelson,Archie Shepp,1.1331484530668263
22578,Oliver Nelson,Kenny Garrett,1.4549914146182013
22579,Oliver Nelson,"Grover Washington, Jr.",1.1331484530668263
22580,Odyssey,En Vogue,1.2840254166877414
22581,The Mavericks,Keith Urban,1.1331484530668263
22582,The Mavericks,Pat Green,1.1331484530668263
22583,The Mavericks,Los Lonely Boys,2.568050833375483
22584,The Mavericks,Phil Vassar,1.1331484530668263
22585,The Mavericks,Reckless Kelly,2.2662969061336526
22586,The Mavericks,Tim McGraw,1.1331484530668263
22587,The Mavericks,Brad Paisley,1.1331484530668263
22588,The Mavericks,Gary Allan,1.1331484530668263
